age,month_income,employment_length,home_ownership,loan_intent,loan_amount,loan_interest_rate,previous_loans,previous_default,loan_grade,loan_status
22,46968,1,RENT,PERSONAL,8500,,4,NO,C,0
24,45000,8,MORTGAGE,PERSONAL,4000,,2,NO,A,1
24,45000,4,OWN,VENTURE,11000,7.49,2,NO,A,1
24,55000,5,RENT,DEBT_CONSOLIDATION,8500,9.88,2,NO,B,1
25,55000,7,RENT,MEDICAL,8500,14.22,2,NO,C,1
24,45000,2,MORTGAGE,PERSONAL,7200,7.29,4,NO,A,1
26,59000,2,RENT,PERSONAL,8500,11.83,4,NO,B,1
21,60996,2,RENT,VENTURE,8500,,2,NO,B,1
23,45000,7,MORTGAGE,DEBT_CONSOLIDATION,7000,5.42,3,NO,A,1
25,62500,3,RENT,EDUCATION,8500,7.88,4,NO,A,1
21,45000,0,MORTGAGE,DEBT_CONSOLIDATION,6250,5.42,3,NO,A,1
25,63996,2,RENT,VENTURE,8500,11.89,4,NO,B,1
22,45000,3,MORTGAGE,EDUCATION,3000,,4,NO,C,1
23,65000,6,RENT,DEBT_CONSOLIDATION,8500,13.35,2,YES,C,1
23,65000,3,RENT,MEDICAL,8500,12.21,2,NO,B,1
23,66200,5,RENT,PERSONAL,8500,,2,NO,A,1
25,45000,2,MORTGAGE,MEDICAL,3000,6.92,3,NO,A,1
22,74000,6,RENT,VENTURE,8500,11.71,4,NO,B,1
25,69000,5,RENT,HOME_IMPROVEMENT,8500,6.92,4,NO,A,0
22,21040,,RENT,EDUCATION,8450,11.71,4,NO,B,0
23,38500,1,RENT,EDUCATION,8450,10.62,4,NO,B,1
24,45000,8,MORTGAGE,EDUCATION,5000,5.79,2,NO,A,1
22,100000,2,RENT,EDUCATION,8450,12.99,2,YES,C,1
24,45000,3,MORTGAGE,VENTURE,15000,13.06,3,NO,C,1
24,45000,8,MORTGAGE,MEDICAL,5000,5.79,3,NO,A,1
22,25000,2,RENT,EDUCATION,8400,6.62,2,NO,A,0
22,45000,0,MORTGAGE,MEDICAL,9125,5.79,3,NO,A,1
23,30000,0,RENT,MEDICAL,8400,14.65,3,NO,C,1
26,52000,5,RENT,PERSONAL,5000,10.59,3,NO,B,1
23,52000,1,RENT,PERSONAL,5000,7.49,3,NO,A,1
22,52000,1,RENT,VENTURE,5000,6.99,4,NO,A,1
23,45000,2,MORTGAGE,EDUCATION,10000,11.11,3,NO,B,1
24,52728,4,RENT,PERSONAL,5000,7.74,4,NO,A,1
22,53000,6,RENT,EDUCATION,5000,9.91,2,NO,B,1
22,53000,0,RENT,EDUCATION,5000,7.9,4,NO,A,1
24,45000,8,OWN,HOME_IMPROVEMENT,10000,,3,NO,A,1
25,45000,9,MORTGAGE,HOME_IMPROVEMENT,3000,9.99,4,NO,B,1
25,45000,0,MORTGAGE,DEBT_CONSOLIDATION,4325,6.91,3,NO,A,1
23,45000,0,MORTGAGE,DEBT_CONSOLIDATION,1450,,2,NO,A,1
25,45000,9,MORTGAGE,DEBT_CONSOLIDATION,4000,9.25,3,NO,B,1
25,53000,3,RENT,HOME_IMPROVEMENT,5000,12.53,3,YES,C,1
26,53500,1,RENT,PERSONAL,5000,12.18,3,NO,B,1
23,53760,0,RENT,EDUCATION,5000,13.43,4,NO,C,1
26,54000,10,RENT,EDUCATION,5000,10.0,2,NO,B,1
25,54000,5,RENT,PERSONAL,5000,12.21,4,NO,B,1
22,45000,5,MORTGAGE,DEBT_CONSOLIDATION,5000,12.61,2,YES,C,1
24,45000,5,MORTGAGE,PERSONAL,10000,5.79,4,NO,A,1
23,54860,0,RENT,PERSONAL,5000,14.17,4,NO,C,1
26,54996,3,RENT,HOME_IMPROVEMENT,5000,11.86,2,NO,B,1
26,45000,10,MORTGAGE,DEBT_CONSOLIDATION,10000,6.91,4,NO,A,1
22,54996,0,RENT,EDUCATION,5000,12.54,3,YES,C,1
24,54996,0,RENT,HOME_IMPROVEMENT,5000,10.39,2,NO,B,1
22,49000,1,RENT,EDUCATION,5000,15.62,4,YES,D,0
25,45000,9,OWN,MEDICAL,3000,6.17,4,NO,A,1
22,55000,6,RENT,EDUCATION,5000,6.91,2,NO,A,1
26,55000,3,RENT,VENTURE,5000,13.48,4,YES,C,1
25,55000,3,RENT,DEBT_CONSOLIDATION,5000,,4,YES,C,1
22,55000,3,RENT,EDUCATION,5000,,3,YES,C,1
24,55000,4,RENT,VENTURE,5000,8.0,3,NO,A,1
21,55272,5,RENT,VENTURE,5000,5.42,3,NO,A,1
24,56000,8,RENT,PERSONAL,5000,14.27,4,NO,C,1
26,56000,7,RENT,PERSONAL,5000,7.91,2,NO,A,1
22,45000,6,OWN,EDUCATION,4750,6.39,2,NO,A,1
24,50000,1,RENT,HOME_IMPROVEMENT,5000,15.62,4,NO,D,0
22,45000,7,OWN,EDUCATION,6000,6.76,2,NO,A,1
25,56000,2,RENT,DEBT_CONSOLIDATION,5000,,4,NO,B,1
22,45000,6,MORTGAGE,EDUCATION,10000,7.88,4,NO,A,1
23,56016,4,RENT,EDUCATION,5000,15.13,3,NO,E,1
21,45000,5,MORTGAGE,PERSONAL,4000,7.14,3,NO,A,1
26,51000,10,RENT,MEDICAL,5000,12.42,4,NO,B,0
24,51000,2,RENT,DEBT_CONSOLIDATION,5000,14.74,2,YES,D,0
26,51600,1,RENT,HOME_IMPROVEMENT,5000,8.94,2,NO,A,0
24,57692,2,RENT,HOME_IMPROVEMENT,5000,13.23,3,YES,C,1
24,57996,1,RENT,HOME_IMPROVEMENT,5000,8.0,3,NO,A,1
24,57996,4,RENT,HOME_IMPROVEMENT,5000,13.24,4,NO,D,1
24,58000,5,RENT,MEDICAL,5000,7.49,2,NO,A,1
22,58000,4,RENT,PERSONAL,5000,13.85,2,NO,C,1
23,45000,1,MORTGAGE,MEDICAL,7200,11.86,2,NO,B,1
21,45000,3,MORTGAGE,MEDICAL,4500,7.14,2,NO,A,1
25,45000,4,MORTGAGE,MEDICAL,5000,7.88,3,NO,A,1
23,58000,4,RENT,PERSONAL,5000,13.16,3,NO,C,1
24,45000,5,MORTGAGE,EDUCATION,5000,,4,NO,A,1
24,45000,0,MORTGAGE,VENTURE,6000,7.88,3,NO,A,1
21,45000,4,MORTGAGE,EDUCATION,5000,7.14,4,NO,A,1
25,58296,9,RENT,DEBT_CONSOLIDATION,5000,6.17,4,NO,A,1
22,58380,2,RENT,VENTURE,5000,12.29,3,NO,C,1
26,45000,3,MORTGAGE,EDUCATION,4000,14.35,2,YES,C,1
24,58800,5,RENT,HOME_IMPROVEMENT,5000,7.29,3,NO,A,1
25,58800,4,RENT,EDUCATION,5000,14.84,2,NO,D,1
22,52880,6,RENT,MEDICAL,5000,14.59,4,NO,D,0
21,45000,5,MORTGAGE,EDUCATION,18000,7.88,4,NO,A,1
26,58979,2,RENT,DEBT_CONSOLIDATION,5000,9.32,3,NO,A,1
26,53000,4,RENT,DEBT_CONSOLIDATION,5000,15.95,2,YES,D,0
22,59317,5,RENT,VENTURE,5000,11.48,4,NO,B,1
21,59800,5,RENT,PERSONAL,5000,11.36,3,NO,B,1
24,45000,4,MORTGAGE,MEDICAL,1500,,2,NO,A,1
22,45000,3,MORTGAGE,EDUCATION,15000,11.36,2,NO,B,1
23,45000,7,MORTGAGE,VENTURE,5000,6.76,3,NO,A,1
26,45000,10,MORTGAGE,PERSONAL,1500,6.76,4,NO,A,1
23,60000,7,RENT,EDUCATION,5000,13.49,2,NO,C,1
22,54000,6,RENT,DEBT_CONSOLIDATION,5000,17.27,2,YES,D,0
21,45000,5,MORTGAGE,DEBT_CONSOLIDATION,8000,7.51,4,NO,A,1
23,60000,5,RENT,VENTURE,5000,16.49,2,YES,D,1
24,60000,2,RENT,MEDICAL,5000,13.99,2,YES,C,1
24,45000,8,MORTGAGE,HOME_IMPROVEMENT,4200,7.14,2,NO,A,1
23,60000,6,RENT,DEBT_CONSOLIDATION,5000,6.99,3,NO,A,1
21,60000,2,RENT,MEDICAL,5000,8.49,4,NO,A,1
26,60000,10,RENT,VENTURE,5000,10.99,2,NO,B,1
23,60000,2,RENT,DEBT_CONSOLIDATION,5000,,3,NO,A,1
21,45000,5,MORTGAGE,PERSONAL,10000,7.51,2,NO,A,1
23,60000,2,RENT,VENTURE,5000,6.91,4,NO,A,1
25,60000,8,RENT,HOME_IMPROVEMENT,5000,15.57,4,NO,D,1
22,45000,1,MORTGAGE,EDUCATION,3300,10.99,3,NO,B,1
22,54000,1,RENT,DEBT_CONSOLIDATION,5000,6.54,3,NO,A,0
26,60000,0,RENT,PERSONAL,5000,7.14,2,NO,A,1
23,60000,4,RENT,PERSONAL,5000,13.98,2,YES,C,1
24,39000,2,MORTGAGE,HOME_IMPROVEMENT,16000,14.22,4,NO,C,0
23,45000,4,MORTGAGE,EDUCATION,14500,13.48,2,YES,C,1
22,60000,3,RENT,PERSONAL,5000,14.22,4,NO,C,1
25,45000,5,OWN,VENTURE,10400,10.25,3,NO,B,1
22,54000,4,RENT,EDUCATION,5000,16.35,3,YES,E,0
23,54000,7,RENT,EDUCATION,5000,12.84,2,YES,C,0
22,45000,4,MORTGAGE,PERSONAL,5000,13.48,4,YES,C,1
24,60996,8,RENT,HOME_IMPROVEMENT,5000,,2,NO,A,1
22,61000,3,RENT,MEDICAL,5000,9.99,2,NO,B,1
24,45000,2,MORTGAGE,HOME_IMPROVEMENT,13000,10.62,2,NO,B,1
24,45000,3,MORTGAGE,EDUCATION,1275,11.36,4,NO,B,1
22,61000,2,RENT,VENTURE,5000,7.66,3,NO,A,1
25,62000,0,RENT,EDUCATION,5000,7.49,3,NO,A,1
25,62000,9,RENT,DEBT_CONSOLIDATION,5000,,2,NO,A,1
22,62400,2,RENT,VENTURE,5000,12.69,3,NO,B,1
25,62400,5,RENT,VENTURE,5000,7.51,2,NO,A,1
25,63000,9,RENT,HOME_IMPROVEMENT,5000,10.74,3,NO,B,1
23,63000,7,RENT,EDUCATION,5000,13.23,4,YES,C,1
22,63000,2,RENT,DEBT_CONSOLIDATION,5000,7.74,3,NO,A,1
23,45000,5,MORTGAGE,EDUCATION,14500,11.48,2,NO,B,1
24,63000,2,RENT,EDUCATION,5000,9.32,4,NO,A,1
23,63800,7,RENT,EDUCATION,5000,9.99,4,NO,B,1
25,64000,9,RENT,EDUCATION,5000,15.33,4,YES,D,1
25,45000,3,MORTGAGE,EDUCATION,6000,11.83,2,NO,B,1
24,64151,0,RENT,VENTURE,5000,11.86,2,NO,B,1
21,64424,3,RENT,PERSONAL,5000,6.03,4,NO,A,1
26,45000,0,MORTGAGE,HOME_IMPROVEMENT,4000,13.92,2,NO,C,1
24,64600,2,RENT,DEBT_CONSOLIDATION,5000,7.9,4,NO,A,1
25,45000,1,OWN,PERSONAL,10000,12.87,2,YES,C,1
23,45000,2,MORTGAGE,PERSONAL,3000,7.05,3,NO,A,1
26,65000,0,RENT,PERSONAL,5000,5.99,3,NO,A,1
22,65000,3,RENT,EDUCATION,5000,11.49,3,NO,B,1
25,59000,0,RENT,MEDICAL,5000,15.62,3,YES,D,0
22,45000,3,MORTGAGE,EDUCATION,4000,11.83,3,NO,B,1
25,45000,3,MORTGAGE,DEBT_CONSOLIDATION,4000,8.59,3,NO,A,1
22,45000,6,MORTGAGE,VENTURE,7000,8.94,3,NO,A,1
23,39000,7,MORTGAGE,VENTURE,16000,14.26,3,NO,C,0
25,45000,0,MORTGAGE,MEDICAL,5950,7.74,2,NO,A,1
23,65000,2,RENT,VENTURE,5000,5.42,2,NO,A,1
22,45000,1,MORTGAGE,EDUCATION,14550,11.83,4,NO,B,1
23,65000,3,RENT,MEDICAL,5000,13.98,2,YES,C,1
22,45000,1,MORTGAGE,EDUCATION,8000,12.53,3,NO,B,1
21,59000,4,RENT,MEDICAL,5000,14.22,3,NO,C,0
25,45000,9,MORTGAGE,DEBT_CONSOLIDATION,3200,7.74,3,NO,A,1
26,45000,1,MORTGAGE,DEBT_CONSOLIDATION,1500,7.05,2,NO,A,1
23,45000,4,MORTGAGE,EDUCATION,9925,11.48,2,NO,B,1
24,65000,1,RENT,HOME_IMPROVEMENT,5000,10.25,2,NO,B,1
23,65000,3,RENT,EDUCATION,5000,13.47,2,YES,C,1
22,59004,3,RENT,EDUCATION,5000,11.11,3,NO,B,0
23,45000,0,OWN,VENTURE,8000,12.84,2,YES,C,1
25,45000,4,MORTGAGE,HOME_IMPROVEMENT,2700,,4,YES,C,1
23,39000,0,MORTGAGE,MEDICAL,8000,14.11,3,NO,D,0
23,45000,1,MORTGAGE,MEDICAL,10000,12.21,2,NO,B,1
23,45000,3,OWN,MEDICAL,7000,9.63,3,NO,A,1
22,45000,6,MORTGAGE,EDUCATION,5000,8.0,3,NO,A,1
23,66000,7,RENT,VENTURE,5000,10.39,3,NO,B,1
26,45000,2,MORTGAGE,VENTURE,12000,,3,NO,B,1
24,45000,2,MORTGAGE,EDUCATION,9200,11.89,3,NO,B,1
26,45000,10,MORTGAGE,MEDICAL,4325,,4,NO,B,1
24,39000,1,MORTGAGE,EDUCATION,12000,14.11,2,NO,D,0
24,67200,4,RENT,EDUCATION,5000,,4,NO,B,1
22,67500,2,RENT,DEBT_CONSOLIDATION,5000,7.74,4,NO,A,1
26,67500,1,RENT,MEDICAL,5000,12.18,3,NO,B,1
25,45000,0,MORTGAGE,VENTURE,17000,11.89,2,NO,B,1
23,67596,2,RENT,PERSONAL,5000,11.86,4,NO,B,1
24,45000,0,MORTGAGE,VENTURE,3600,,2,NO,A,1
23,45000,3,MORTGAGE,EDUCATION,16750,12.53,3,YES,C,1
26,45000,0,MORTGAGE,MEDICAL,7750,12.53,4,YES,C,1
22,68000,7,RENT,PERSONAL,5000,9.99,3,NO,B,1
24,68648,1,RENT,VENTURE,5000,10.99,2,NO,B,1
23,63900,7,RENT,DEBT_CONSOLIDATION,5000,15.99,2,NO,D,0
24,69996,7,RENT,DEBT_CONSOLIDATION,5000,10.38,4,NO,B,1
25,70000,0,RENT,EDUCATION,5000,11.71,3,NO,B,1
26,70000,3,RENT,PERSONAL,5000,,3,YES,D,1
23,54400,2,RENT,MEDICAL,5000,16.49,4,NO,D,0
23,45000,4,OWN,PERSONAL,6400,,3,YES,D,1
26,70000,3,RENT,EDUCATION,5000,17.39,2,NO,E,1
22,70500,1,RENT,VENTURE,5000,11.14,4,NO,B,1
22,71000,5,RENT,MEDICAL,5000,,3,NO,B,1
23,55488,4,RENT,MEDICAL,5000,15.21,2,NO,D,0
22,71400,3,RENT,VENTURE,5000,12.99,4,YES,C,1
22,39000,1,MORTGAGE,VENTURE,5000,18.21,4,YES,F,0
26,72000,0,RENT,VENTURE,5000,7.49,4,NO,A,1
22,45000,1,MORTGAGE,EDUCATION,7375,9.32,4,NO,A,1
22,72000,1,RENT,MEDICAL,5000,11.49,3,NO,B,1
26,39000,4,MORTGAGE,DEBT_CONSOLIDATION,5000,13.67,3,NO,D,0
22,72000,6,RENT,PERSONAL,5000,,3,NO,D,1
24,72000,6,RENT,MEDICAL,5000,,3,NO,A,1
23,45000,1,MORTGAGE,EDUCATION,8000,10.51,4,NO,B,1
25,56950,9,RENT,MEDICAL,5000,13.92,4,NO,C,0
24,73000,1,RENT,DEBT_CONSOLIDATION,5000,9.01,2,NO,B,1
24,73500,3,RENT,HOME_IMPROVEMENT,5000,12.99,4,NO,C,1
24,74000,2,RENT,MEDICAL,5000,,4,NO,A,1
26,74500,8,RENT,VENTURE,5000,11.36,2,NO,B,1
23,75000,4,RENT,VENTURE,5000,,3,NO,B,1
24,45000,8,OTHER,MEDICAL,7500,8.32,3,NO,A,1
25,45000,7,MORTGAGE,EDUCATION,7500,8.0,3,NO,A,1
23,69000,4,RENT,PERSONAL,5000,7.49,2,NO,A,0
23,75000,7,RENT,EDUCATION,5000,7.49,3,NO,A,1
22,75000,5,RENT,VENTURE,5000,11.49,3,NO,B,1
22,75000,2,RENT,VENTURE,5000,10.99,2,NO,B,1
26,45000,2,OWN,MEDICAL,7000,,3,NO,C,1
22,39000,0,OWN,EDUCATION,25000,16.08,3,NO,F,0
23,45000,0,OWN,VENTURE,21000,9.76,3,NO,B,1
22,75000,2,RENT,DEBT_CONSOLIDATION,5000,5.79,2,NO,A,1
25,45000,1,OWN,HOME_IMPROVEMENT,9000,11.03,2,NO,C,1
25,45000,0,MORTGAGE,VENTURE,7500,10.39,3,NO,B,1
24,75000,8,RENT,PERSONAL,5000,11.78,2,YES,C,1
25,45000,0,OWN,EDUCATION,6500,10.28,2,YES,C,1
25,76000,1,RENT,DEBT_CONSOLIDATION,5000,7.9,3,NO,A,1
25,76000,0,RENT,DEBT_CONSOLIDATION,5000,8.9,2,NO,A,1
25,76344,2,RENT,HOME_IMPROVEMENT,5000,9.63,2,NO,A,1
25,45149,,MORTGAGE,EDUCATION,9000,5.79,4,NO,A,1
25,76500,4,RENT,DEBT_CONSOLIDATION,5000,12.53,3,NO,C,1
25,78000,3,RENT,DEBT_CONSOLIDATION,5000,7.66,3,NO,A,1
21,45192,0,MORTGAGE,PERSONAL,11700,10.74,2,NO,B,1
24,78300,0,RENT,HOME_IMPROVEMENT,5000,7.74,3,NO,A,1
26,39200,2,MORTGAGE,MEDICAL,4000,15.05,3,NO,D,0
23,80000,5,RENT,VENTURE,5000,12.42,4,NO,B,1
23,45204,0,MORTGAGE,EDUCATION,4750,12.21,4,NO,B,1
24,74000,6,RENT,EDUCATION,5000,15.27,4,NO,C,0
22,74000,3,RENT,DEBT_CONSOLIDATION,5000,13.49,4,YES,C,0
23,45288,7,MORTGAGE,DEBT_CONSOLIDATION,20500,9.25,2,NO,B,1
23,39292,3,MORTGAGE,PERSONAL,3250,,4,NO,A,0
23,80000,6,RENT,PERSONAL,5000,5.42,2,NO,A,1
23,45300,3,MORTGAGE,EDUCATION,5550,15.37,3,YES,D,1
23,62900,7,RENT,MEDICAL,5000,14.84,4,NO,D,0
23,39325,3,MORTGAGE,EDUCATION,2800,12.87,4,NO,C,0
24,45336,8,MORTGAGE,MEDICAL,10000,5.99,2,NO,A,1
24,81000,6,RENT,MEDICAL,5000,5.42,3,NO,A,1
23,45378,7,MORTGAGE,PERSONAL,6000,5.79,2,NO,A,1
21,45432,4,MORTGAGE,EDUCATION,5000,9.88,4,NO,B,1
24,83100,5,RENT,HOME_IMPROVEMENT,5000,16.35,3,NO,E,1
22,84996,6,RENT,VENTURE,5000,12.23,3,YES,C,1
26,73000,0,RENT,EDUCATION,5000,15.31,2,YES,D,0
23,45500,5,OWN,EDUCATION,14000,14.72,2,YES,C,1
26,39500,6,MORTGAGE,MEDICAL,15250,15.05,4,NO,D,0
23,85000,2,RENT,EDUCATION,5000,11.58,4,NO,B,1
21,45600,5,MORTGAGE,MEDICAL,6000,6.03,4,NO,A,1
23,45600,7,OWN,EDUCATION,14000,7.9,3,NO,A,1
23,85272,7,RENT,VENTURE,5000,11.11,4,NO,B,1
23,45600,3,MORTGAGE,VENTURE,12000,14.65,2,YES,C,1
26,45600,9,MORTGAGE,EDUCATION,10000,15.27,3,YES,C,1
23,88000,1,RENT,VENTURE,5000,10.99,4,NO,B,1
23,45600,,MORTGAGE,MEDICAL,3000,11.49,4,NO,B,1
23,45600,7,MORTGAGE,VENTURE,10000,16.11,4,YES,C,1
25,45600,7,MORTGAGE,MEDICAL,13000,12.99,4,NO,C,1
25,76000,2,RENT,DEBT_CONSOLIDATION,5000,17.19,3,YES,E,0
26,90000,4,RENT,PERSONAL,5000,16.77,3,YES,D,1
23,78000,0,RENT,HOME_IMPROVEMENT,5000,6.62,4,NO,A,0
23,90000,7,RENT,MEDICAL,5000,15.96,3,YES,C,1
24,90000,0,RENT,DEBT_CONSOLIDATION,5000,10.59,2,NO,B,1
24,90000,5,RENT,VENTURE,5000,9.99,3,NO,B,1
24,45600,0,MORTGAGE,DEBT_CONSOLIDATION,7200,6.91,4,NO,A,1
25,45600,6,MORTGAGE,HOME_IMPROVEMENT,15000,5.79,2,NO,A,1
21,39600,5,MORTGAGE,MEDICAL,6400,6.91,2,NO,A,0
22,90000,4,RENT,EDUCATION,5000,14.96,4,YES,D,1
22,45600,5,MORTGAGE,VENTURE,2000,10.36,2,NO,B,1
23,45600,7,OWN,MEDICAL,1000,9.62,4,NO,B,1
25,80000,8,RENT,DEBT_CONSOLIDATION,5000,14.96,4,YES,D,0
20,94000,4,RENT,EDUCATION,5000,16.02,3,NO,D,1
22,45600,5,MORTGAGE,VENTURE,9500,10.38,2,NO,B,1
23,95004,2,RENT,EDUCATION,5000,9.63,4,NO,A,1
22,45600,6,OWN,MEDICAL,1800,13.48,4,NO,C,1
26,97500,10,RENT,VENTURE,5000,18.39,4,NO,E,1
22,45600,3,MORTGAGE,VENTURE,1600,7.88,2,NO,A,1
23,86004,0,RENT,PERSONAL,5000,14.84,2,NO,D,0
22,39600,6,MORTGAGE,DEBT_CONSOLIDATION,4650,10.28,4,NO,C,0
26,45608,8,OWN,HOME_IMPROVEMENT,11000,6.62,2,NO,A,1
22,45673,6,MORTGAGE,EDUCATION,7000,7.88,4,NO,A,1
22,45691,5,MORTGAGE,VENTURE,7000,7.14,2,NO,A,1
22,39696,,MORTGAGE,EDUCATION,14125,12.42,4,NO,B,0
23,100000,5,RENT,EDUCATION,5000,6.03,2,NO,A,1
23,100000,5,RENT,PERSONAL,5000,8.49,3,NO,A,1
24,100000,1,RENT,DEBT_CONSOLIDATION,5000,,3,NO,A,1
23,45843,2,OWN,VENTURE,11000,11.71,3,NO,B,1
22,39868,2,MORTGAGE,DEBT_CONSOLIDATION,2400,16.02,4,YES,D,0
22,102240,6,RENT,PERSONAL,5000,19.03,3,NO,E,1
25,39896,0,MORTGAGE,MEDICAL,9250,9.63,3,NO,A,0
22,45900,1,MORTGAGE,DEBT_CONSOLIDATION,6400,8.59,3,NO,A,1
26,103992,10,RENT,VENTURE,5000,7.88,3,NO,A,1
26,45900,10,MORTGAGE,PERSONAL,11500,13.79,4,NO,C,1
23,106000,7,RENT,EDUCATION,5000,7.88,2,NO,A,1
22,45975,6,MORTGAGE,MEDICAL,10375,,4,NO,B,1
25,106000,4,RENT,PERSONAL,5000,,4,NO,B,1
23,45992,7,MORTGAGE,VENTURE,10000,5.42,3,NO,A,1
25,39996,9,MORTGAGE,DEBT_CONSOLIDATION,1500,,3,YES,D,0
24,80155,8,RENT,MEDICAL,5000,,3,NO,F,0
24,108000,8,RENT,EDUCATION,5000,12.69,4,NO,B,1
25,45996,0,OWN,HOME_IMPROVEMENT,3850,,2,NO,A,1
21,45996,5,OWN,VENTURE,10000,5.79,3,NO,A,1
23,108000,7,RENT,EDUCATION,5000,7.66,4,NO,A,1
26,45996,5,OWN,HOME_IMPROVEMENT,9225,,2,NO,A,1
24,45996,6,MORTGAGE,EDUCATION,8500,,3,NO,C,1
25,110000,2,RENT,VENTURE,5000,9.99,4,NO,B,1
22,111460,3,RENT,DEBT_CONSOLIDATION,5000,11.71,4,NO,B,1
25,112000,7,RENT,DEBT_CONSOLIDATION,5000,10.25,3,NO,B,1
25,45996,9,OWN,PERSONAL,25000,12.18,3,NO,B,1
24,115000,1,RENT,HOME_IMPROVEMENT,5000,8.9,3,NO,A,1
24,88400,8,RENT,MEDICAL,5000,,4,NO,D,0
24,116300,6,RENT,HOME_IMPROVEMENT,5000,14.96,4,YES,D,1
23,120000,2,RENT,EDUCATION,5000,,4,NO,A,1
23,45996,7,OWN,EDUCATION,10000,13.16,3,NO,C,1
26,120000,3,RENT,HOME_IMPROVEMENT,5000,7.68,2,NO,A,1
25,120000,6,RENT,PERSONAL,5000,13.79,3,NO,C,1
22,114000,2,RENT,VENTURE,5000,15.31,3,NO,D,0
26,135000,10,RENT,MEDICAL,5000,11.36,4,NO,B,1
24,137481,8,RENT,VENTURE,5000,10.99,3,NO,B,1
24,46000,2,MORTGAGE,DEBT_CONSOLIDATION,10075,12.42,2,NO,B,1
23,46000,7,MORTGAGE,PERSONAL,5000,6.62,3,NO,A,1
23,150000,3,RENT,VENTURE,5000,10.65,2,NO,B,1
24,150000,8,RENT,VENTURE,5000,,4,NO,B,1
23,138000,1,RENT,DEBT_CONSOLIDATION,5000,14.91,4,NO,D,0
24,117300,4,RENT,MEDICAL,5000,13.23,3,YES,C,0
25,159996,4,RENT,PERSONAL,5000,14.11,4,YES,D,1
26,46000,3,MORTGAGE,HOME_IMPROVEMENT,11000,12.69,2,NO,B,1
25,21600,0,RENT,MEDICAL,5200,11.86,3,NO,B,0
22,24000,0,RENT,DEBT_CONSOLIDATION,5200,13.49,2,YES,C,1
25,25000,1,RENT,EDUCATION,5200,12.53,3,YES,C,1
25,46000,4,MORTGAGE,EDUCATION,2125,12.99,2,YES,C,1
23,46000,1,MORTGAGE,VENTURE,3000,5.42,3,NO,A,1
21,26000,5,RENT,MEDICAL,5200,12.53,2,NO,B,1
23,30000,1,RENT,MEDICAL,5200,15.96,3,YES,C,1
23,46000,6,MORTGAGE,PERSONAL,15000,6.99,3,NO,A,1
25,30000,2,RENT,DEBT_CONSOLIDATION,5200,17.19,4,NO,E,0
25,32160,9,RENT,DEBT_CONSOLIDATION,5200,14.65,4,NO,C,1
23,35000,0,RENT,DEBT_CONSOLIDATION,5200,13.92,2,NO,C,1
22,36850,3,RENT,EDUCATION,5200,12.42,4,NO,B,1
25,38000,5,RENT,DEBT_CONSOLIDATION,5200,10.74,3,NO,B,1
23,38000,1,RENT,MEDICAL,5200,7.88,3,NO,A,1
22,46000,6,MORTGAGE,EDUCATION,6000,12.68,4,YES,C,1
23,24000,3,RENT,EDUCATION,5250,7.66,3,NO,A,0
24,46000,8,MORTGAGE,MEDICAL,2000,7.66,2,NO,A,1
22,46000,6,MORTGAGE,PERSONAL,4000,10.37,2,NO,B,1
23,45000,3,RENT,MEDICAL,5275,10.39,2,NO,B,1
24,57600,3,RENT,PERSONAL,5275,13.49,2,YES,C,1
23,46000,2,MORTGAGE,MEDICAL,10000,10.36,3,NO,B,1
23,23340,8,RENT,EDUCATION,5300,7.9,3,NO,A,1
22,24996,4,RENT,PERSONAL,5300,15.23,4,YES,C,1
24,46000,5,MORTGAGE,EDUCATION,10000,9.99,2,NO,B,1
25,26400,5,RENT,EDUCATION,5300,8.49,3,NO,A,1
23,46000,,MORTGAGE,MEDICAL,3000,7.88,3,NO,A,1
24,28800,0,RENT,MEDICAL,5300,15.27,3,NO,C,1
25,30000,1,RENT,EDUCATION,5300,15.27,3,NO,C,1
22,30000,2,RENT,EDUCATION,5300,17.99,4,YES,E,0
24,30000,3,RENT,MEDICAL,5300,15.28,3,YES,D,0
25,46000,5,MORTGAGE,EDUCATION,23500,10.25,4,NO,B,1
21,47000,1,RENT,MEDICAL,5300,7.66,2,NO,A,1
22,50004,5,RENT,PERSONAL,5300,14.42,2,YES,D,1
22,65000,3,RENT,EDUCATION,5300,6.62,3,NO,A,1
25,40000,5,MORTGAGE,HOME_IMPROVEMENT,15000,11.36,2,NO,B,0
21,22000,,RENT,PERSONAL,5325,12.42,3,NO,B,0
21,32000,5,RENT,PERSONAL,5325,14.27,3,YES,C,1
23,46000,6,OWN,EDUCATION,8000,11.48,4,NO,B,1
24,24000,0,RENT,MEDICAL,5375,10.99,3,NO,B,1
24,26000,1,RENT,MEDICAL,5375,13.47,4,YES,C,1
24,18000,3,RENT,MEDICAL,5400,15.99,3,YES,D,0
22,18000,2,RENT,DEBT_CONSOLIDATION,5400,15.23,4,NO,C,0
25,46000,1,MORTGAGE,HOME_IMPROVEMENT,8600,,2,NO,C,1
22,46000,3,MORTGAGE,DEBT_CONSOLIDATION,6000,7.68,2,NO,A,1
23,21600,0,RENT,MEDICAL,5400,,4,YES,C,1
26,24000,3,RENT,EDUCATION,5400,11.49,3,NO,B,1
26,25300,2,RENT,HOME_IMPROVEMENT,5400,16.02,2,YES,D,0
